Year,Status,Award,Media,Media2,Name,Url
2007,finalist,Knight Foundation Award For Public Service,Chicago Tribune,,Teens at the Wheel,"http://www.chicagotribune.com/news/local/chi-teens-specialreport-htmlpage,0,4747929.htmlpage"
2007,finalist,Knight Foundation Award For Public Service,Miami Herald,,House of Lies,http://www.realcities.com/multimedia/miami/news/archive/housing/index.html
2007,finalist,Knight Foundation Award For Public Service,The Toronto Star,,Lost in Migration,http://www.tallahassee.com/legacy/special/springs/
2007,finalist,Knight Foundation Award For Public Service,Tallahassee Democrat,,Saving our Springs,http://www.tallahassee.com/legacy/special/springs/
2007,winner,"Online Beat Reporting, Large Site",Wired,,Defense,http://blog.wired.com/defense/
2007,finalist,"Online Beat Reporting, Large Site",The Wall Street Journal,,The Law Blog,http://blogs.wsj.com/law/
2007,finalist,"Online Beat Reporting, Large Site",Houston Chronicle,,Science Guy,http://chron.com/sciguy/
2007,finalist,"Online Beat Reporting, Large Site",CNET,,Microsoft and Vista,http://news.com.com/Vista+for+the+masses/2009-1016_3-6151565.html
2007,finalist,"Online Beat Reporting, Large Site",Yahoo! News,,People of the Web,http://ona.site-ym.com/http///potw.news.yahoo.com
2007,winner,"Online Beat Reporting, Small Site",Florida Today,,Space Beat,http://www.floridatoday.com/floridatoday/blogs/spaceteam/2006_12_01_archive.html
2007,finalist,"Online Beat Reporting, Small Site",Education Week,Colorado Confidential,Supreme Court Coverage,http://www.coloradoconfidential.com/
2007,finalist,"Online Beat Reporting, Small Site",Minnesota Monitor,,GLBT Beat,http://www.minnesotamonitor.com/tag.do?tag=GLBT%20Issues
2007,winner,"Online Commentary, Large Site",Slate,,William Saletan,http://www.slate.com/?id=3944&amp;cp=2100253&amp;nav=navom
2007,finalist,"Online Commentary, Large Site",Newsweek,,Christopher Dickey,http://www.msnbc.msn.com/id/17489861/site/newsweek/
2007,finalist,"Online Commentary, Large Site",NPR,,My Cancer,http://www.npr.org/mycancer
2007,finalist,"Online Commentary, Large Site",Slate,,Blogging the Bible,http://www.slate.com/id/2167894/
2007,winner,"Online Commentary, Medium Site",Newsday,,Walt Handelsman,http://www.newsday.com/walt
2007,finalist,"Online Commentary, Medium Site","Talk Back to Al, Denver Post",,Al Lewis,http://blogs.denverpost.com/lewis/2006/09/05/should-airlines-charge-by-the-pound/
2007,finalist,"Online Commentary, Medium Site",Tampa Bay Times,,Stuck in the 80s,http://blogs.tampabay.com/80s/
2007,finalist,"Online Commentary, Medium Site",Delaware Online,,Pulp Culture,http://www.delawareonline.com/blogs/cormier.html
2007,winner,"Online Commentary, Small Site",New West,,Wild Bill,http://www.newwest.net/index.php/topic/main/C146/L41
2007,winner,"Outstanding Use of Digital Media, Large Site",Discovery Channel,,Everest Beyond the Limit,http://dsc.discovery.com/convergence/everestbeyond/everestbeyond.html
2007,finalist,"Outstanding Use of Digital Media, Large Site",Honolulu Advertiser,,Wonderful World,http://iz.honoluluadvertiser.com/
2007,finalist,"Outstanding Use of Digital Media, Large Site",Washington Post,,OnBeing,http://specials.washingtonpost.com/onbeing
2007,finalist,"Outstanding Use of Digital Media, Large Site",Detroit Free Press,,40 years of RESPECT,http://www.freep.com/respect
2007,finalist,"Outstanding Use of Digital Media, Large Site",Los Angeles Times,,Altered Oceans,"http://www.latimes.com/news/local/oceans/la-oceans-series,0,7842752.special"
2007,finalist,"Outstanding Use of Digital Media, Large Site",New York Times,,Frugal Traveler: American Road Trip,http://www.nytimes.com/frugaltraveler
2007,finalist,"Outstanding Use of Digital Media, Large Site",Minneapolis Star Tribune,,A People Torn: Liberians in Minnesota,http://www.startribune.com/liberia
2007,winner,"Outstanding Use of Digital Media, Small Site",Wisconsin State Journal,,Hip Hop 101,http://www.madison.com/wsj/projects/hiphop/index.html
2007,finalist,"Outstanding Use of Digital Media, Small Site",Bakersfield.com,,The Trial of the Vincent Brothers,http://bakersfield.com/brothers
2007,finalist,"Outstanding Use of Digital Media, Small Site",Florida Today,,Orphans and Angels,http://www.floridatoday.com/multimedia/orphanangels/day5oa/
2007,finalist,"Outstanding Use of Digital Media, Small Site",The Roanoke Times,,Off the Scale,http://www.roanoke.com/multimedia/obesity/interactive.html
2007,winner,"Service Journalism, Large Site",The Toronto Star,,Lost in Migration,http://www.thestar.com/immigration
2007,finalist,"Service Journalism, Large Site",CBC News,,News Consumer Reporting,http://http//www.cbc.ca/consumer/
2007,finalist,"Service Journalism, Large Site",Consumer Reports,,Nursing Homes,http://www.consumerreports.org/nursinghomes
2007,finalist,"Service Journalism, Large Site",Washington Post,,Lean Plate,http://www.leanplateclub.com/
2007,finalist,"Service Journalism, Large Site",Orlando Sentinel,,Charter Schools,http://www.orlandosentinel.com/charterschools
2007,winner,"Service Journalism, Small Site",Oakland Tribune,,Not Just a Number,http://www.bayareanewsgroup.com/multimedia/iba/njn
2007,finalist,"Service Journalism, Small Site",Des Moines Register,,Iowa Caucuses,http://desmoinesregister.com/caucus
2007,finalist,"Service Journalism, Small Site",FresnoBee.com,,Crime Map,http://www.fresnobee.com/static/crime/
2007,finalist,"Service Journalism, Small Site",LoHud.com,,Assignment Guatemala,http://www.lohud.com/perez
2007,winner,"Specialty Journalism, Large Site",Livescience.com,,Livescience.com,http://www.livescience.com/
2007,finalist,"Specialty Journalism, Large Site",BeliefNet,,BeliefNet,http://www.beliefnet.com/
2007,finalist,"Specialty Journalism, Large Site",WebMD,,WebMD,http://www.webmd.com/
2007,winner,"Specialty Journalism, Small Site",Council on Foreign Relations,,Council on Foreign Relations,http://www.cfr.org/
2007,finalist,"Specialty Journalism, Small Site",HoopGurlz,,HoopGurlz,http://hoopgurlz.com/
2007,finalist,"Specialty Journalism, Small Site","Speaking of Faith, American Public Media",,Speaking of Faith,http://speakingoffaith.org/
2007,finalist,"Specialty Journalism, Small Site",Go Vols,,Go Vols,http://www.govolsxtra.com/
2007,finalist,"Specialty Journalism, Small Site",The Next Mayor,,The Next Mayor,http://www.thenextmayor.com/
2007,winner,Student Journalism,Border Beat,,Border Beat,http://borderbeat.net/
2007,finalist,Student Journalism,1001Words,,1001Words,http://www.1001words.org/
2007,finalist,Student Journalism,Atacama Stories,,Atacama Stories,http://www.atacamastories.org/
2007,finalist,Student Journalism,The Science of Sex,,The Science of Sex,http://www.scienceandsex.com/
2008,winner,"Breaking News, Large Site",New York Times,,Eliot Spitzer‰Ûªs Resignation,http://nytimes.com/indexes/2008/03/10/
2008,finalist,"Breaking News, Large Site",Los Angeles Times,,Wildfires,http://latimesblogs.latimes.com/breakingnews/
2008,finalist,"Breaking News, Large Site",NPR,,China Earthquake,http://www.npr.org/templates/story/story.php?storyId=90430135
2008,finalist,"Breaking News, Large Site",San Diego Union-Tribune,,Wildfires,http://www.signonsandiego.com/news/metro/wildfires/index.html
2008,finalist,"Breaking News, Large Site",Minneapolis Star Tribune,,Bridge Collapse,http://www.startribune.com/projects/11608881.html
2008,winner,"Breaking News, Medium Site",St. Louis Post-Dispatch,,Kirkwood Shootings,http://www.stltoday.com/kirkwood
2008,finalist,"Breaking News, Medium Site",The Oregonian,,Oregon Storm Map,http://maps.oregonianextra.com/stormcap.php
2008,finalist,"Breaking News, Medium Site",The Tennessean,,Tennessee Tornado,http://tennessean.com/apps/pbcs.dll/section?Category=news15
2008,finalist,"Breaking News, Medium Site",Las Vegas Sun,,Monte Carlo Fire,http://www.lasvegassun.com/news/topics/monte-carlo-fire/
2008,winner,"General Excellence in Online Journalism, Large Site",CNN,,CNN,http://www.cnn.com/
2008,finalist,"General Excellence in Online Journalism, Large Site",The Huffington Post,,The Huffington Post,http://www.huffingtonpost.com/
2008,finalist,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com/
2008,finalist,"General Excellence in Online Journalism, Large Site",Politico,,Politico,http://www.politico.com/
2008,finalist,"General Excellence in Online Journalism, Large Site",Reuters,,Reuters,http://www.reuters.com/
2008,winner,"General Excellence in Online Journalism, Medium Site",Las Vegas Sun,,Las Vegas Sun,http://www.lasvegassun.com/
2008,finalist,"General Excellence in Online Journalism, Medium Site",Minnesota Public Radio,,Minnesota Public Radio,http://minnesota.publicradio.org/
2008,finalist,"General Excellence in Online Journalism, Medium Site",Truthdig,,Truthdig,http://www.truthdig.com/
2008,finalist,"General Excellence in Online Journalism, Medium Site",WRAL,,WRAL,http://www.wral.com/
2008,winner,"General Excellence in Online Journalism, Small Site",Army Times Publishing Company,,Army Times Publishing Company,http://www.armytimes.com/
2008,finalist,"General Excellence in Online Journalism, Small Site",CQPolitics,,CQPolitics,http://www.cqpolitics.com/wmspage.cfm?parm1=5
2008,finalist,"General Excellence in Online Journalism, Small Site",New West,,New West,http://www.newwest.net/
2008,finalist,"General Excellence in Online Journalism, Small Site",Rapid City Journal,,Rapid City Journal,http://www.rapidcityjournal.com/
2008,winner,"General Excellence in Online Journalism (Non-English), Large Site",El Pais,,Spain,http://www.elpais.com/
2008,finalist,"General Excellence in Online Journalism (Non-English), Large Site",Einestages.de,,Germany,http://www.einestages.de/
2008,finalist,"General Excellence in Online Journalism (Non-English), Large Site",O Globo,,Brazil,http://www.oglobo.com.br/
2008,winner,"General Excellence in Online Journalism (Non-English), Small Site",soitu.es,,Spain,http://www.soitu.es/
2008,finalist,"General Excellence in Online Journalism (Non-English), Small Site",Al Dia Tx,,United States,http://www.aldiatx.com/
2008,finalist,"General Excellence in Online Journalism (Non-English), Small Site",Blogtrotters.fr,,France,http://www.blogtrotters.fr/
2008,winner,"Investigative, Large Site",Dallas Morning News,,Unequal Justice,http://www.dallasnews.com/sharedcontent/dws/spe/2007/unequal/index2.html
2008,finalist,"Investigative, Large Site","Inside the CIA‰Ûªs Notorious ‰ÛÏBlack Sites‰Ûù, Salon",,Mark Benjamin,http://www.salon.com/news/feature/2007/12/14/bashmilah/index.html
2008,finalist,"Investigative, Large Site",The Smoking Gun,,Big Phat Liar,http://www.thesmokinggun.com/documents/crime/big-phat-liar
2008,winner,"Investigative, Small Site",The Times Herald Record,,I Didn‰Ûªt Do That Murder‰Ûª Lebrew Jones and the death of Micki Hall,http://thr-investigations.com/lebrewjones/
2008,finalist,"Investigative, Small Site",Arizona Daily Star,,Schools promote students despite widespread failure,http://azstarnet.com/socialpromotion/
2008,finalist,"Investigative, Small Site",RawStory.com,,The Permanent Republican Majority,http://rawstory.com/news/2008/The_Permanent_Republican_Majority_1125.html
2008,finalist,"Investigative, Small Site",East Valley Tribune,,Blood and Money,http://www.eastvalleytribune.com/page/immigration
2008,finalist,"Investigative, Small Site",Northwest Herald,,Coincidence or Cluster: The McCullom Lake brain cancer lawsuits,http://www.nwherald.com/mccullomlake
2008,winner,Knight Award for Public Service,Washington Post,,Fixing D.C. schools,http://www.washingtonpost.com/wp-srv/metro/interactives/dcschools/
2008,finalist,Knight Award for Public Service,"Unequal Justice, Dallas Morning News",,The Dallas Morning News,http://www.dallasnews.com/sharedcontent/dws/spe/2007/unequal/index2.html
2008,finalist,Knight Award for Public Service,Des Moines Register,,Iowa Caucuses,http://www.desmoinesregister.com/apps/pbcs.dll/section?Category=caucus
2008,finalist,Knight Award for Public Service,Detroit Free Press,,Kwame Kilpatrick: A mayor in crisis,http://www.freep.com/apps/pbcs.dll/article?AID=999980124052&amp;template=theme&amp;theme=kilpatrick012008
2008,winner,"Multimedia Feature, Large Site",Bearing Witness,,Bearing Witness,http://www.reuters.com/iraq
2008,finalist,"Multimedia Feature, Large Site","Eyewitness to Murder: The King Assassination, CNN",,"Eyewitness to Murder: The King Assassination, CNN",http://www.cnn.com/2011/US/studentnews/03/29/bia.mlk.assassination.guide/index.html
2008,finalist,"Multimedia Feature, Large Site","Burnover, Los Angeles Times",,"Burnover, Los Angeles Times","http://www.latimes.com/news/local/la-burnover-f,0,3414723.flash"
2008,finalist,"Multimedia Feature, Large Site","Battle of the bags: Paper vs. plastic, MSNBC",,"Battle of the bags: Paper vs. plastic, MSNBC",http://www.msnbc.msn.com/id/23358591/
2008,winner,"Multimedia Feature, Medium Site",St. Louis Post-Dispatch,,Reporting for Duty,http://www.stltoday.com/mds/news/html/471
2008,finalist,"Multimedia Feature, Medium Site",Honolulu Advertiser,,When Pedestrians Die,http://the.honoluluadvertiser.com/specials/pedestrians/
2008,finalist,"Multimedia Feature, Medium Site",Cleveland.com,,Johanna: Facing Forward,http://www.cleveland.com/johanna/
2008,finalist,"Multimedia Feature, Medium Site",Las Vegas Sun,,Boomtown,http://www.lasvegassun.com/history/video/
2008,finalist,"Multimedia Feature, Medium Site",Globe and Mail,,Talking to the Taliban,http://www.theglobeandmail.com/talkingtothetaliban
2008,winner,"Multimedia Feature, Small Site",GEO.fr,,Hidden World,http://reportage-video.geo.fr/en/
2008,finalist,"Multimedia Feature, Small Site",The Roanoke Times,,Age of Uncertainty,http://blogs.roanoke.com/ageofuncertainty/
2008,finalist,"Multimedia Feature, Small Site",Arkansas Democrat-Gazette,,The Soldier‰Ûªs Wife,http://showtime.arkansasonline.com/projects/timeline/
2008,finalist,"Multimedia Feature, Small Site",Ottawa Citizen,,70 Years of Superman,http://www.canada.com/ottawacitizen/features/superman/index.html
2008,winner,"Online Commentary, Large Sites",BeliefNet,,God-O-Meter,http://blog.beliefnet.com/godometer/
2008,finalist,"Online Commentary, Large Sites",Houston Chronicle,,Nick Anderson,http://blogs.chron.com/nickanderson
2008,finalist,"Online Commentary, Large Sites","Nicholas Kristof, New York Times",,On the Ground,http://kristof.blogs.nytimes.com/
2008,winner,"Online Commentary, Medium Site",Dallas Morning News,,The Bottom Line,http://www.dallasnews.com/s/dws/photography/2007/bottomline/
2008,finalist,"Online Commentary, Medium Site","N.J. Voices, NJ.com",,Joel Schwartzberg,http://blog.nj.com/njv_joel_schwartzberg/
2008,winner,"Online Commentary, Small Sites","Animated political cartoons, Mark Fiore",,Mark Fiore,http://www.markfiore.com/
2008,finalist,"Online Commentary, Small Sites","Trail Mix, CQPolitics",,Craig Crawford,http://blogs.cqpolitics.com/trailmix/
2008,finalist,"Online Commentary, Small Sites",New Scientist,,Catherine Brahic,http://www.newscientist.com/blog/environment/2007/09/even-if-we-could-bring-dinosaurs-back.html
2008,winner,"Online Video Presentation, Online Video Presentation",The Oregonian,,Living to the End,http://next.oregonianextra.com/lovelle/
2008,finalist,"Online Video Presentation, Online Video Presentation",Des Moines Register,Border Stories,Insights into the Candidates,http://www.borderstories.org/
2008,finalist,"Online Video Presentation, Online Video Presentation",Slate,,Hillary‰Ûªs Inner Tracy Flick,http://www.slatev.com/player.html?id=1377935786
2008,winner,"Outstanding Use of Digital Technology, Large Site",Des Moines Register,,Iowa Caucuses,http://www.desmoinesregister.com/apps/pbcs.dll/section?Category=caucus
2008,finalist,"Outstanding Use of Digital Technology, Large Site","Politics, Los Angeles Times",,California War Dead NYTimes.com,http://projects.latimes.com/wardead/
2008,finalist,"Outstanding Use of Digital Technology, Large Site",New York Times,,Politics,http://www.nytimes.com/politics/
2008,finalist,"Outstanding Use of Digital Technology, Large Site",Washington Post,,Young Lives at Risk: Our Overweight Children,http://www.washingtonpost.com/wp-srv/health/childhoodobesity/store/
2008,winner,"Outstanding Use of Digital Technology, Small Site",Everyblock,,Everyblock,http://www.everyblock.com/
2008,finalist,"Outstanding Use of Digital Technology, Small Site","How Safe Are Our Bridges?, The Times Herald Record",,"How Safe Are Our Bridges?, The Times Herald Record",http://www.recordonline.com/bridges
2008,finalist,"Outstanding Use of Digital Technology, Small Site","Virginia Tech: One Year Later, The Roanoke Times",,"Virginia Tech: One Year Later, The Roanoke Times",http://www.roanoke.com/multimedia/vtech_anniversary/portraits/interactive.html
2008,winner,Specialty Site Journalism,WebMD,,WebMD,http://www.webmd.com/
2008,finalist,Specialty Site Journalism,Congressional Quarterly,,Congressional Quarterly,http://corporate.cq.com/wmspage.cfm?parm1=12
2008,finalist,Specialty Site Journalism,Cricinfo,,Cricinfo,http://www.cricinfo.com/
2008,finalist,Specialty Site Journalism,Politico,,Politico,http://www.politico.com/
2008,finalist,Specialty Site Journalism,Reznet News,,Reznet News,http://www.reznetnews.org/
2008,winner,"Student Journalism, Student Journalism",University of North Carolina,,South of Here,http://southofhere.org/
2008,finalist,"Student Journalism, Student Journalism","Where Doubt Remains, West Virginia University",,Justin McLachlan,http://journalism.berkeley.edu/projects/mm/spring08/sfcabs/
2008,finalist,"Student Journalism, Student Journalism","University of California, Berkeley",,Mauro‰Ûªs Shift,http://journalism.berkeley.edu/projects/mm/spring08/sfcabs/
2008,winner,"Topical Reporting, Large Sites",USA TODAY,,Today in the Sky,http://www.usatoday.com/travel/flights/default.aspx
2008,finalist,"Topical Reporting, Large Sites",Los Angeles Times,,Homicide Report,http://latimesblogs.latimes.com/homicidereport/
2008,winner,"Topical Reporting, Small Sites",Arizona Daily Star,,Immigration in the Spotlight,http://azstarnet.com/sn/border/
2008,finalist,"Topical Reporting, Small Sites",Reznet News,,The Indian Vote: When Candidates Come Calling,http://www.reznetnews.org/article/wyoming-caucus/indian-vote%3A-when-candidates-come-calling
2008,finalist,"Topical Reporting, Small Sites","On the Campaign Trail, Truthdig",,Bill Boyarsky,http://www.truthdig.com/report/category/campaign_trail
2008,finalist,"Topical Reporting, Small Sites",The Times Herald Record,,Varsity845,http://www.varsity845.com/
2009,winner,"Breaking News, Large Site",BBC News,,Mumbai Attacks,http://news.bbc.co.uk/1/hi/world/south_asia/7752003.stm
2009,finalist,"Breaking News, Large Site",Houston Chronicle,,Hurricane Ike,http://www.chron.com/ikelinks
2009,finalist,"Breaking News, Large Site",New York Times,,Plane Crash in the Hudson,http://www.nytimes.com/indexes/2009/01/15/
2009,winner,"Breaking News, Medium Site",Knoxnews.com,,Church Shooting,http://www.knoxnews.com/news/news/local/knoxville-unitarian-church-shooting/?page=5
2009,finalist,"Breaking News, Medium Site",Dallas Morning News,,Stadium Collapse,http://www.dallasnews.com/sharedcontent/dws/spt/football/cowboys/entry/collapse.html
2009,finalist,"Breaking News, Medium Site",Las Vegas Sun,,Snow,http://www.lasvegassun.com/news/snow/2008/
2009,finalist,"Breaking News, Medium Site","Ice Storm, The Oklahoman",,from the OPUBCO Communications Group Staff,http://www.newsok.com/weather/playground
2009,winner,"Breaking News, Small Site",pressconnects.com,,Massacre on Front Street,http://www.pressconnects.com/section/acacontest?date=20090403
2009,finalist,"Breaking News, Small Site",The Daily Astorian,,Gearhart Plane Crash,http://dailyastorian.com/main.asp?SectionID=2&amp;SubSectionID=1141&amp;TM=70501.67
2009,finalist,"Breaking News, Small Site",The Desert Sun,,Desert Hot Springs Gang Sweep,http://mydesert.com/raids
2009,winner,Community Collaboration,Next Door Media,,My Ballard,http://www.myballard.com/
2009,finalist,Community Collaboration,Los Angeles Times,,Mapping L.A.,http://projects.latimes.com/mapping-la/neighborhoods/
2009,finalist,Community Collaboration,Miami Herald,,Operation Pedro Pan Network,http://www.miamiherald.com/pedropan/
2009,winner,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,Publish2,,Publish2,http://publish2.com/
2009,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,Associated Press,,"Associated Press, AP Mobile",http://www.apnews.com/
2009,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,Attributor,,Attributor,http://www.attributor.com/demo.php
2009,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,"Medill School, Northwestern University, News Mixer",,"Medill School, Northwestern University, News Mixer",http://newsmixer.us/
2009,winner,"General Excellence in Online Journalism, Large Site",New York Times,,The New York Times,http://www.nytimes.com/
2009,finalist,"General Excellence in Online Journalism, Large Site",BBC News,,BBC News,http://www.bbc.com/news
2009,finalist,"General Excellence in Online Journalism, Large Site",Washington Post,,Washington Post Digital,http://www.washingtonpost.com/
2009,winner,"General Excellence in Online Journalism, Medium Site",Las Vegas Sun,,Las Vegas Sun,http://www.lasvegassun.com/
2009,finalist,"General Excellence in Online Journalism, Medium Site",The Oklahoman,,The Oklahoman,http://www.newsok.com/
2009,finalist,"General Excellence in Online Journalism, Medium Site",The Spokesman-Review,,The Spokesman-Review,http://www.spokesman.com/
2009,finalist,"General Excellence in Online Journalism, Medium Site",The Daily Beast,,The Daily Beast,http://www.thedailybeast.com/
2009,winner,"General Excellence in Online Journalism, Micro Site",Gotham Gazette,,Gotham Gazette,http://gothamgazette.com/
2009,finalist,"General Excellence in Online Journalism, Micro Site",Center for Public Integrity,,Center for Public Integrity,http://www.publicintegrity.org/
2009,finalist,"General Excellence in Online Journalism, Micro Site",St. Louis Beacon,,St. Louis Beacon,http://www.stlbeacon.org/
2009,winner,"General Excellence in Online Journalism, Small Site",ProPublica,,ProPublica,http://propublica.org/
2009,finalist,"General Excellence in Online Journalism, Small Site",MediaStorm,,MediaStorm,http://mediastorm.org/
2009,finalist,"General Excellence in Online Journalism, Small Site",PolitiFact,,PolitiFact,http://www.politifact.com/
2009,winner,"General Excellence in Online Journalism, Non-English, Small Site",Radio Free Europe/Radio Liberty,,Radio Azattyq,http://www.azattyq.org/
2009,finalist,"General Excellence in Online Journalism, Non-English, Small Site",Il Centro,lainformacion.com,Quotidiano dell‰ÛªAbruzzo (Italy),http://www.lainformacion.com/
2009,winner,"General Excellence in Online Journalism, Non-English",soitu.es,,soitu.es,http://soitu.es/
2009,finalist,"General Excellence in Online Journalism, Non-English",Lanacion.com,,Lanacion.com,http://www.lanacion.com/
2009,finalist,"General Excellence in Online Journalism, Non-English",Rue89,,Rue89,http://www.rue89.com/
2009,winner,"Investigative Journalism, Large Site","Tom Lasseter and Matt Schofield, McClatchy",,Guantanamo: Beyond the Law,http://www.mcclatchydc.com/detainees
2009,finalist,"Investigative Journalism, Large Site","Culture of Resistance, The Seattle Times",,Michael J. Berens and Ken Armstrong,http://www.seattletimes.com/mrsa
2009,finalist,"Investigative Journalism, Large Site",Washington Post,,Who Killed Chandra Levy?,http://www.washingtonpost.com/wp-srv/metro/specials/chandra/
2009,winner,"Investigative Journalism, Small Site",The Chauncey Bailey Project,,The Chauncey Bailey Project,http://www.chaunceybaileyproject.org/
2009,finalist,"Investigative Journalism, Small Site","Tobacco Underground: The Booming Global Trade in Smuggled Cigarettes, The Center for Public Integrity",,"Tobacco Underground: The Booming Global Trade in Smuggled Cigarettes, The Center for Public Integrity",http://www.publicintegrity.org/investigations/tobacco/
2009,finalist,"Investigative Journalism, Small Site","Kelly Bennett and Will Carless, A Staggering Swindle, voiceofsandiego.org",,"Kelly Bennett and Will Carless, A Staggering Swindle, voiceofsandiego.org",http://www.voiceofsandiego.org/sommerset/
2009,winner,Knight Award for Public Service,The Chauncey Bailey Project,,The Chauncey Bailey Project,http://www.chaunceybaileyproject.org/
2009,finalist,Knight Award for Public Service,"Down to a Whisper: State‰Ûªs Native Languages Threatened with Loss, Wisconsin State Journal",,"Down to a Whisper: State‰Ûªs Native Languages Threatened with Loss, Wisconsin State Journal",http://www.madison.com/wsj/spe/language/
2009,finalist,Knight Award for Public Service,"Michael J. Berens and Ken Armstrong, Culture of Resistance, The Seattle Times",,"Michael J. Berens and Ken Armstrong, Culture of Resistance, The Seattle Times",http://www.seattletimes.com/mrsa
2009,finalist,Knight Award for Public Service,"Crime and Punishment, Toronto Star",,"Crime and Punishment, Toronto Star",http://www.thestar.com/specialsections/crime
2009,winner,"Multimedia Feature Presentation, Large Site",Washington Post,,Sacred Ground: The Building of the Pentagon Memorial,http://www.washingtonpost.com/pentagonmemorial
2009,finalist,"Multimedia Feature Presentation, Large Site",Los Angeles Times,,Mexico Under Siege: The Drug War at Our Doorstep,http://projects.latimes.com/mexico-drug-war/#/its-a-war
2009,finalist,"Multimedia Feature Presentation, Large Site",The Boston Globe,,Ted Kennedy.,http://www.boston.com/news/specials/kennedy/
2009,winner,"Multimedia Feature Presentation, Medium Site",Las Vegas Sun,,Quenching Las Vegas‰Ûª Thirst,http://www.lasvegassun.com/news/topics/water/
2009,finalist,"Multimedia Feature Presentation, Medium Site",The Courier-Journal,,Tragedy on the Track,http://www.courier-journal.com/horse
2009,finalist,"Multimedia Feature Presentation, Medium Site",The Oregonian,,Pregnant with Cancer,http://www.oregonlive.com/special/index.ssf/2008/08/_three_patients_in_one.html
2009,finalist,"Multimedia Feature Presentation, Medium Site","Melissa Lyttle, Desiree Perry, Jack Rowland &amp; Ted McLaren, The Girl in the Window, Tampa Bay Times",,Lane DeGregory,http://www.tampabay.com/specials/2008/reports/danielle/
2009,winner,"Multimedia Feature Presentation, Small Site",National Film Board of Canada,,Waterlife,http://waterlife.nfb.ca/
2009,finalist,"Multimedia Feature Presentation, Small Site",Pulitzer Center on Crisis Reporting,,Women.Children.Crisis.,http://pulitzergateway.org/women-children-crisis
2009,finalist,"Multimedia Feature Presentation, Small Site",Ottawa Citizen,,The Karsh Generation,http://www.ottawacitizen.com/karsh
2009,winner,"Online Commentary/Blogging, Large Site",Los Angeles Times,,Hero Complex,http://latimesblogs.latimes.com/herocomplex/
2009,finalist,"Online Commentary/Blogging, Large Site","Mark Easton‰Ûªs UK, BBC News",,Mark Easton,http://www.bbc.co.uk/blogs/thereporters/markeaston/
2009,finalist,"Online Commentary/Blogging, Large Site","Mazz, The Boston Globe",,Tony Massarotti,http://www.boston.com/sports/columnists/massarotti/
2009,winner,"Online Commentary/Blogging, Medium Site",The Daily Beast,,Christopher Buckley,http://www.thedailybeast.com/author/christopher-buckley/
2009,finalist,"Online Commentary/Blogging, Medium Site",BNET,,What Would Bing Do?,http://blogs.bnet.com/stanley-bing/
2009,finalist,"Online Commentary/Blogging, Medium Site",Pioneer Press,,The Daily Juggle,http://blogs.twincities.com/dailyjuggle
2009,winner,"Online Topical Reporting/Blogging, Large Site",NPR,,Planet Money,http://www.npr.org/blogs/money/
2009,finalist,"Online Topical Reporting/Blogging, Large Site",New York Times,,The Lede ‰ÛÒ Iran,http://thelede.blogs.nytimes.com/2009/06/20/saturday-updates-on-irans-disputed-election/
2009,finalist,"Online Topical Reporting/Blogging, Large Site",New York Times,,The Well Blog,http://well.blogs.nytimes.com/
2009,finalist,"Online Topical Reporting/Blogging, Large Site",Wired,,Danger Room,http://www.wired.com/dangerroom/
2009,winner,"Online Topical Reporting/Blogging, Small Site",The Flame Trench,,Florida Today‰Ûªs Space Team Blog,http://www.floridatoday.com/content/blogs/space/
2009,finalist,"Online Topical Reporting/Blogging, Small Site","The Real Scoop, The Vancouver Sun",,Kim Bolan,http://communities.canada.com/vancouversun/blogs/realscoop/default.aspx
2009,finalist,"Online Topical Reporting/Blogging, Small Site",Gotham Gazette,,Searchlight on City Hall,http://gothamgazette.com/
2009,winner,"Online Video Journalism, Large Site",Slate,,The Power Recap,http://www.slatev.com/player_precap.html?id=1830104995
2009,finalist,"Online Video Journalism, Large Site",ESPN,,You Tube Baby,http://sports.espn.go.com/espn/eticket/story?id=3604857
2009,finalist,"Online Video Journalism, Large Site",Washington Post,,Fashion Week in New York City,http://www.washingtonpost.com/wp-srv/artsandliving/fashionandbeauty/fashion-shows/vuvox_spring09_1.html
2009,finalist,"Online Video Journalism, Large Site",Washington Post,,Seeds of Peace,http://www.washingtonpost.com/wp-srv/world/africa/uganda/
2009,winner,"Online Video Journalism, Small Site",Danny Wilcox Frazier and MediaStorm,,Driftless: Stories from Iowa,http://mediastorm.org/0025.htm
2009,finalist,"Online Video Journalism, Small Site",AARP Bulletin Today,,What Will Happen to Andy?,http://bulletin.aarp.org/yourworld/family/articles/What_Will_Happen_To_Andy_.html
2009,finalist,"Online Video Journalism, Small Site",AARP Bulletin Today,,Journey to Remember,http://bulletin.aarp.org/yourworld/politics/articles/a_journey_to_remember.html
2009,finalist,"Online Video Journalism, Small Site","No Suspects, Hank Wilson",,No Snitching,http://hank-wilson.com/snitch_index/index.html
