Year,Status,Award,Media,Media2,Name,Url
2011,finalist,"Online Video Journalism, Small Site",California Watch and Center for Investigative Reporting,,The Price of Gas,http://californiawatch.org/dailyreport/us-gas-artificially-cheap-what-we-dont-pay-pump-10692
2011,finalist,"Online Video Journalism, Small Site",Yale Environment 360,,When the Water Ends,http://e360.yale.edu/feature/when_the_water_ends_africas_climate_conflicts/2331/
2011,finalist,"Online Video Journalism, Small Site","Hidden Costs, The University of British Columbia Graduate School of Journalism",,Cheap Shrimp,http://www.internationalreporting.org/shrimp
2011,winner,"Online Video Journalism, Student",University of Miami School of Communication,,Haiti‰Ûªs Lost Children,http://www.haitiedstories.org/
2011,finalist,"Online Video Journalism, Student",University of Miami School of Communication,,Florida Cowboys,http://florida-cowboys.com/
2011,finalist,"Online Video Journalism, Student",University of Miami School of Communication,,Giants of the Seas: Jamaica Meets the Mega-Ships,http://giantsoftheseas.com/stories/
2011,finalist,"Online Video Journalism, Student",Syracuse University S.I. Newhouse School of Public Communications,,The World Journalism Project,http://worldjournalism.syr.edu/
2011,winner,"Outstanding Informational Graphic or Data Visualization, Professional",Zeit Online,,Tell-All Telephone,http://www.zeit.de/datenschutz/malte-spitz-data-retention
2011,finalist,"Outstanding Informational Graphic or Data Visualization, Professional",Los Angeles Times,,Crime L.A.,http://projects.latimes.com/mapping-la/crime/
2011,finalist,"Outstanding Informational Graphic or Data Visualization, Professional",Los Angeles Times,,California Budget Balancer,http://www.latimes.com/news/local/budget/
2011,winner,"Specialty Site Journalism, Affiliated",NPR,,NPR Music,http://www.npr.org/music/
2011,finalist,"Specialty Site Journalism, Affiliated",Center for Investigative Reporting,,The Civil Rights Cold Case Project,http://coldcases.org
2011,finalist,"Specialty Site Journalism, Affiliated",USA TODAY,,USATODAY Travel,http://travel.usatoday.com/index
2011,winner,"Specialty Site Journalism, Independent","Editorial Projects in Education, Education Week",,Education Week,http://www.edweek.org/
2011,finalist,"Specialty Site Journalism, Independent",IEEE Spectrum,,Institute of Electrical and Electronics Engineers,http://spectrum.ieee.org
2012,winner,Knight Award for Public Service,Homicide Watch D.C.,,Homicide Watch D.C.,http://homicidewatch.org/
2012,finalist,Knight Award for Public Service,"Abused and Used, The New York Times",,"Abused and Used, The New York Times",http://www.nytimes.com/interactive/nyregion/abused-and-used-series-page.html
2012,finalist,Knight Award for Public Service,California Watch and Center for Investigative Reporting,,"Broken Shield, California Watch and Center for Investigative Reporting",http://californiawatch.org/broken-shield
2012,finalist,Knight Award for Public Service,"Empty Cradles, Milwaukee Journal Sentinel",,"Empty Cradles, Milwaukee Journal Sentinel",http://www.jsonline.com/emptycradles
2012,finalist,Knight Award for Public Service,"Stand Your Ground, Tampa Bay Times",,"Stand Your Ground, Tampa Bay Times",http://www.tampabay.com/stand
2012,winner,"General Excellence in Online Journalism, Small",FRONTLINE,,FRONTLINE,http://www.pbs.org/wgbh/pages/frontline/
2012,finalist,"General Excellence in Online Journalism, Small",Homicide Watch D.C.,,Homicide Watch D.C.,http://homicidewatch.org/
2012,finalist,"General Excellence in Online Journalism, Small",St. Louis Beacon,,St. Louis Beacon,http://www.stlbeacon.org/
2012,finalist,"General Excellence in Online Journalism, Small",The Texas Tribune,,The Texas Tribune,http://www.texastribune.org/
2012,winner,"General Excellence in Online Journalism, Medium",ProPublica,,ProPublica,http://www.propublica.org/
2012,finalist,"General Excellence in Online Journalism, Medium",California Watch,,California Watch,http://www.californiawatch.org/
2012,finalist,"General Excellence in Online Journalism, Medium",Slate Magazine,,Slate Magazine,http://www.slate.com/
2012,finalist,"General Excellence in Online Journalism, Medium",WNYC,,WNYC,http://www.wnyc.org/
2012,winner,"General Excellence in Online Journalism, Large",NYTimes.com,,NYTimes.com,http://nytimes.com/
2012,finalist,"General Excellence in Online Journalism, Large",CNN Digital,,CNN Digital,http://www.cnn.com/
2012,finalist,"General Excellence in Online Journalism, Large",The Seattle Times,,The Seattle Times,http://seattletimes.nwsource.com/
2012,finalist,"General Excellence in Online Journalism, Large",WSJ.com,,WSJ.com,http://wsj.com/
2012,winner,"General Excellence, Non-English, Small/Medium",Rue89,,Rue89,http://www.rue89.com/
2012,winner,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,Storify,,Storify,http://storify.com/
2012,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,CartoDB,,CartoDB,http://www.cartodb.com/
2012,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,NewsCred,,NewsCred,http://www.newscred.com/
2012,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,"Open Source Election Tools, Los Angeles Times",,"Open Source Election Tools, Los Angeles Times",http://datadesk.latimes.com/posts/2012/01/introducing-python-elections/
2012,winner,"Breaking News, Medium",WNYC,,Hurricane Irene Threatens New York City,http://www.wnyc.org/blogs/wnyc-news-blog/2011/aug/25/hurricane-irene-barrles-toward-tri-state-area/
2012,finalist,"Breaking News, Medium",The Tennessean,,Occupy Nashville,http://www.tennessean.com/section/projects25
2012,finalist,"Breaking News, Medium",Edmonton Journal,,University of Alberta Shooting,http://www.edmontonjournal.com/news/Three+dead+after+attempted+armoured+robbery+Edmonton/6786020/story.html
2012,winner,"Breaking News, Large",Los Angeles Times,,Occupy L.A.,http://timelines.latimes.com/occupy-la-breaking-news/
2012,finalist,"Breaking News, Large",Al Jazeera English,,The Death of Muammar Gaddafi,http://www.aljazeera.com/news/africa/2011/10/20111020111520869621.html
2012,finalist,"Breaking News, Large",Associated Press,,The Fall of Tripoli,http://news.yahoo.com/libyan-rebels-attacking-tripoli-224402452.html
2012,finalist,"Breaking News, Large",New York Times,,Hurricane Irene,http://www.nytimes.com/indexes/2011/08/27/
2012,winner,"Planned News/Events, Small","Knight News Innovation Laboratory, Northwestern University",,Congressional Primaries 2012,http://www.congressionalprimaries.org/
2012,finalist,"Planned News/Events, Small",The Texas Tribune,,Primary Night 2012,http://www.texastribune.org/election-2012/scoreboard/
2012,finalist,"Planned News/Events, Small",WebMD,,Supreme Court and Health Care Reform,http://www.webmd.com/news/breaking-news/supreme-court-health-care-reform
2012,winner,"Planned News/Events, Medium",Stuff.co.nz and The Press,,12:51,http://www.stuff.co.nz/12-51
2012,finalist,"Planned News/Events, Medium",Slate Magazine,,Oscars Coverage,http://hive.slate.com/hive/fix-the-oscars
2012,winner,"Planned News/Events, Large",New York Times,,The Reckoning ‰ÛÒ America and the World a Decade After 9/11,http://www.nytimes.com/thereckoning
2012,finalist,"Planned News/Events, Large",NPR,,Judging The Health Care Law,http://www.npr.org/series/148920753/judging-the-health-care-law
2012,finalist,"Planned News/Events, Large","20 Years Later, Los Angeles Times",,The L.A. Riots,http://www.latimes.com/news/local/1992riots/
2012,finalist,"Planned News/Events, Large",Newsday,,Tenth Anniversary of 9/11 Attacks,http://longisland.newsday.com/911-memories/
2012,winner,"Explanatory Reporting, Small",EarthFix,,EarthFix,http://earthfix.opb.org/
2012,finalist,"Explanatory Reporting, Small","Andrew Leonard: The Student Loan Crisis, Salon",,"Andrew Leonard: The Student Loan Crisis, Salon",http://www.salon.com/2012/04/16/a_huge_student_loan_scam/singleton/
2012,finalist,"Explanatory Reporting, Small","Class: The Great Divide, St. Louis Beacon",,"Class: The Great Divide, St. Louis Beacon",https://www.stlbeacon.org/#!/list/AND[CATEGORY[class]]
2012,finalist,"Explanatory Reporting, Small","The Farmer of the Future, Harvest Public Media",,"The Farmer of the Future, Harvest Public Media",http://harvestpublicmedia.org/farmerofthefuture
2012,finalist,"Explanatory Reporting, Small","Putting Detroit‰Ûªs Problems in Regional and Historical Context, Remapping Debate",,"Putting Detroit‰Ûªs Problems in Regional and Historical Context, Remapping Debate",http://www.remappingdebate.org
2012,winner,"Explanatory Reporting, Medium","Who Doesn‰Ûªt, and Why It Matters, The Chronicle of Higher Education",,College Completion: Who Graduates from College,http://collegecompletion.chronicle.com/
2012,finalist,"Explanatory Reporting, Medium",ProPublica,,The Opportunity Gap: Is Your State Providing Equal Access to Education?,http://projects.propublica.org/schools/
2012,winner,"Explanatory Reporting, Large",NYTimes.com,,Connecting Music and Gesture,http://www.nytimes.com/interactive/2012/04/06/arts/music/the-connection-between-gesture-and-music.html
2012,finalist,"Explanatory Reporting, Large",NYTimes.com,,A Record Chain of Kidney Transplants,http://www.nytimes.com/interactive/2012/02/18/health/record-chain-of-kidney-transplants.html
2012,finalist,"Explanatory Reporting, Large",The Toronto Star,,Somalia: Where Famine Is a Crime,http://somalia.thestar.com/
2012,finalist,"Explanatory Reporting, Large",NPR and Public Media Stations in Eight States,,StateImpact,http://stateimpact.npr.org/
2012,winner,"Topical Reporting, Small",EarthFix,,EarthFix,http://earthfix.opb.org/
2012,finalist,"Topical Reporting, Small",Counterspill,,Counterspill,http://www.counterspill.org/
2012,finalist,"Topical Reporting, Small",Nieman Journalism Lab,,Nieman Journalism Lab,http://www.niemanlab.org/
2012,winner,"Topical Reporting, Medium",WNYC,,Continuing Coverage: NYPD Stop and Frisk,http://www.wnyc.org/articles/wnyc-news/2012/may/29/city-teenagers-say-stop-and-frisk-all-about-race-and-class/
2012,finalist,"Topical Reporting, Medium",California Watch,,California Lost,http://californiawatch.org/health-and-welfare/edge-paradise-coachella-workers-live-grim-conditions-12877
2012,finalist,"Topical Reporting, Medium",Las Vegas Sun,,Education Coverage and the Turnaround,http://www.lasvegassun.com/turnaround/
2012,winner,"Topical Reporting, Large",Voice of America,,Middle East Voices,http://www.middleeastvoices.com/
2012,finalist,"Topical Reporting, Large",CNN,,CNN Belief Blog,http://religion.blogs.cnn.com/
2012,finalist,"Topical Reporting, Large",New York Times,,FiveThirtyEight ‰ÛÓ Nate Silver‰Ûªs Political Calculus,http://fivethirtyeight.blogs.nytimes.com/
2012,finalist,"Topical Reporting, Large",Philadelphia Inquirer,,Philly School Files,http://www.philly.com/phillyschoolfiles
2012,winner,"Online Commentary, Small",National Film Board of Canada,,Bear 71,http://bear71.nfb.ca/
2012,finalist,"Online Commentary, Small","Lab Rat, Salon",,Mary Elizabeth Williams,http://www.salon.com/2011/11/24/my_life_as_a_lab_rat/
2012,finalist,"Online Commentary, Small",The Mary Sue,,Minorities Within a Minority Culture,http://www.themarysue.com/how-to-illustrate-wheelchairs/
2012,winner,"Online Commentary, Medium",Slate Magazine,,Mad Men Coverage,http://www.slate.com/articles/arts/tv_club/features/2012/mad_men_season_5/week_1/mad_men_returns_and_the_tv_club_puts_on_its_party_plaid_.html
2012,finalist,"Online Commentary, Medium",Mother Jones,,Kevin Drum Blog,http://motherjones.com/kevin-drum/2011/10/price-plutocracy-0
2012,finalist,"Online Commentary, Medium",Slate Magazine,,Slate Political Gabfest,https://www.facebook.com/Gabfest
2012,winner,"Online Commentary, Large",ESPN,,Grantland.com ‰ÛÓ Bill Simmons,http://www.grantland.com/story/_/id/8026268/the-consequences-caring
2012,finalist,"Online Commentary, Large",Los Angeles Times,,Death and Dying ‰ÛÓ Steve Lopez,http://www.latimes.com/news/local/steve-lopez/
2012,finalist,"Online Commentary, Large",Yahoo!,,Lyndsey Parker Yahoo! Music,http://music.yahoo.com/blogs/reality-rocks/american-idol-day-season-11-finale-dish-235553736.html
2012,finalist,"Online Commentary, Large",The Seattle Times,,The Seattle Times Editorial Section,http://seattletimes.nwsource.com/html/editorialsopinionpages/2018389866_blue-scholars-prometheus-brown-seattle-shootings.html
2012,winner,"Feature, Small",Powering a Nation,,Coal: A Love Story,http://coalalovestory.com/
2012,finalist,"Feature, Small",National Film Board of Canada,,Bear 71,http://bear71.nfb.ca/
2012,finalist,"Feature, Small",WLRN-Miami Herald News &amp; Under the Sun on WLRN,,The Canoe Project,http://wlrnunderthesun.org/canoe-project/
2012,finalist,"Feature, Small",The Morning News,,Twitter by Post,http://www.themorningnews.org/article/twitter-by-post
2012,winner,"Feature, Medium",The Chronicle of Higher Education,,The Education of Dasmine Cathey,http://chronicle.com/dasmine
2012,finalist,"Feature, Medium",ABC Open,,Aftermath Special Presentation,http://open.abc.net.au/projects/aftermath-08vh8ac/collections/aftermath-features-85vg9us
2012,winner,"Feature, Large",CNN,,Mauritania,http://www.cnn.com/mauritania
2012,finalist,"Feature, Large",Washington Post,,Following the Dreamers: What Happened to the Seat Pleasant 59?,http://www.washingtonpost.com/wp-srv/special/local/seat-pleasant-following-the-dreamers/
2012,finalist,"Feature, Large",ESPN,,Outside the Lines: A Man Obsessed,http://espn.go.com/espn/eticket/worldtriathlon
2012,finalist,"Feature, Large",NYT.com,,Punched Out ‰ÛÓ The Life and Death of a Hockey Enforcer,http://nytimes.com/boogaard
2012,finalist,"Feature, Large",Washington Post,,Under Suspicion: Voices About Muslims in America,http://www.washingtonpost.com/wp-srv/special/nation/muslims-in-america/
2012,winner,"Feature, Student",UC Berkeley Graduate School of Journalism,,Slab City Stories,http://slabcitystories.com/
2012,finalist,"Feature, Student","Carolina Photojournalism Workshop, University of North Carolina",,Finding the Uwharries,http://www.carolinaphotojournalism.org/cpjw
2012,finalist,"Feature, Student",University of Miami School of Communication,,Visualizing Florida,http://www.visualizingflorida.org/
2012,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Small",StateImpact Florida (WUSF and WLRN-Miami Herald News Public Radio),,No Choice: Florida Charter Schools Failing to Serve Students with Disabilities,http://stateimpact.npr.org/florida/2011/12/14/no-choice-florida-charter-schools-failing-to-serve-students-with-disabilities/
2012,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small",California Watch,,Broken Shield,http://californiawatch.org/public-safety/sloppy-investigations-leave-abuse-disabled-unsolved-14971
2012,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Large",Tampa Bay Times,,Stand Your Ground,http://www.tampabay.com/stand
2012,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large",Bloomberg News,,The Fed‰Ûªs Trillion-Dollar Secret,http://www.bloomberg.com/news/2011-11-28/secret-fed-loans-undisclosed-to-congress-gave-banks-13-billion-in-income.html
2012,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large",The Seattle Times,,Methadone and the Politics of Pain,http://seattletimes.nwsource.com/flatpages/specialreports/methadone/methadoneandthepoliticsofpain.html
2012,winner,"Non-English Projects, Small/Medium",Mexodu,Borderzine.com,"Mexodus, Borderzine.com",http://mexodus.borderzine.com/
2012,winner,"Non-English Projects, Large",Gazeta do Povo,,Portraits of ParanÌÁ,http://www.gazetadopovo.com.br/vidaecidadania/retratosparana/
2012,winner,"News and Online Commentary, Student","The Red Line Project, DePaul University",,The Red Line Project ‰ÛÓ NATO Coverage,http://www.redlineproject.org
2012,finalist,"News and Online Commentary, Student",Neon Tommy,,USC Shootings,http://www.neontommy.com/news/2012/04/two-usc-students-killed-apparent-carjacking-attempt-near-campus
2012,winner,Judges:,"Rich Beckman, Knight Chair in Visual Journalism, University of Miami",,"Rich Beckman, Knight Chair in Visual Journalism, University of Miami",none
2013,winner,Knight Award for Public Service,The Boston Globe,,68 Blocks,http://www.bostonglobe.com/metro/specials/68blocks
2013,finalist,Knight Award for Public Service,Chicago Tribune,,Crime in Chicago,http://crime.chicagotribune.com/
2013,finalist,Knight Award for Public Service,New York Times,WAMU 88.5,Justice Denied: Bronx Courts,http://wamu.org/developerdeals
2013,winner,"General Excellence in Online Journalism, Small",AxisPhilly,,AxisPhilly,http://axisphilly.org/
2013,finalist,"General Excellence in Online Journalism, Small",EarthFix,,Earthfix,http://earthfix.info/
2013,finalist,"General Excellence in Online Journalism, Small",St. Louis Beacon,,St. Louis Beacon,https://www.stlbeacon.org/
2013,finalist,"General Excellence in Online Journalism, Small",Voice of San Diego,,Voice of San Diego,http://voiceofsandiego.org/
2013,winner,"General Excellence in Online Journalism, Medium",The Texas Tribune,,The Texas Tribune,http://www.texastribune.org/
2013,finalist,"General Excellence in Online Journalism, Medium",Mother Jones,,Mother Jones,http://www.motherjones.com/
2013,finalist,"General Excellence in Online Journalism, Medium",Quartz,,Quartz,http://qz.com/
2013,finalist,"General Excellence in Online Journalism, Medium",The Verge,,The Verge,http://www.theverge.com/
2013,winner,"General Excellence in Online Journalism, Large",New York Times,,The New York Times,http://nytimes.com/
2013,finalist,"General Excellence in Online Journalism, Large",The Boston Globe,,The Boston Globe,http://www.bostonglobe.com/
2013,finalist,"General Excellence in Online Journalism, Large",La Nacion,,La Nacion,http://www.lanacion.com.ar/
2013,finalist,"General Excellence in Online Journalism, Large",NPR,,NPR,http://npr.org/
2013,winner,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,New York Times,,D3.js,http://d3js.org/
2013,finalist,Gannett Foundation Award for Technical Innovation in the Service of Digital Journalism,Chicago Tribune,Quartz,,http://qz.com/
2013,winner,"Breaking News, Small",Boston University News Service,,"Triumph, Then Tragedy: The Boston Marathon Bombings, Boston University News Service",http://bunewsservice.com/triumph-and-terror-the-boston-marathon-bombings/
2013,winner,"Breaking News, Large",Boston.com,,Boston Marathon Bombing,http://live.boston.com/Event/Live_blog_Explosion_in_Copley_Square?Page=0
2013,finalist,"Breaking News, Large",New York Times,,Hurricane Sandy,http://www.nytimes.com/interactive/2012/10/28/nyregion/hurricane-sandy.html
2013,finalist,"Breaking News, Large","Oklahoma,åÊNPR",,The Deadly Tornado In Moore,http://apps.npr.org/moore-oklahoma-tornado-damage/
2013,winner,"Planned News/Events, Small",Iran Election Watch,,Iran Election Watch,http://www.iranelectionwatch.com/
2013,finalist,"Planned News/Events, Small","Fact-Checking the Presidential Debates and Party Conventions, FactCheck.org",,"Fact-Checking the Presidential Debates and Party Conventions, FactCheck.org",http://factcheck.org/2012/10/factchecking-the-hofstra-debate/
2013,finalist,"Planned News/Events, Small","Property Tax Changes, AxisPhilly",,"Property Tax Changes, AxisPhilly",http://apps.axisphilly.org/avi-map
2013,winner,"Planned News/Events, Medium",ProPublica,,2012 Election Coverage,http://projects.propublica.org/pactrack/#committee=all
2013,finalist,"Planned News/Events, Medium",The Tennessean,,Because of You,http://www.tennessean.com/civil-rights/
2013,winner,"Planned News/Events, Large","The Re-Election of Barack Obama,åÊNPR",,"The Re-Election of Barack Obama,åÊNPR",http://www.npr.org/awards/2013/ona/elections/
2013,finalist,"Planned News/Events, Large","2012 Presidential Election, The New York Times",,"2012 Presidential Election, The New York Times",http://elections.nytimes.com/2012/results/live-coverage
2013,finalist,"Planned News/Events, Large","Israel‰Ûªs Fractured Memory, Al Jazeera English",,"Israel‰Ûªs Fractured Memory, Al Jazeera English",http://stream.aljazeera.com/story/201305142347-0022757
2013,winner,"Explanatory Reporting, Small",Honolulu Civil Beat,,Ala Wai Canal: Hawaii‰Ûªs Biggest Mistake?,http://www.civilbeat.com/specials/ala-wai-canal-hawaiis-biggest-mistake/
2013,finalist,"Explanatory Reporting, Small",Harvest Public Media,,America‰Ûªs Big Beef,http://harvestpublicmedia.org/big-beef
2013,finalist,"Explanatory Reporting, Small",AxisPhilly,,Philadelphia‰Ûªs Property Tax Upheaval,http://axisphilly.org/project/taxes/
2013,winner,"Explanatory Reporting, Medium",Mother Jones,,America Under the Gun: A Special Report on Gun Laws and the Rise of Mass Shootings,http://www.motherjones.com/special-reports/2012/12/guns-in-america-mass-shootings
2013,finalist,"Explanatory Reporting, Medium",ProPublica,,After The Flood,http://projects.propublica.org/sandy-sba/
2013,finalist,"Explanatory Reporting, Medium",Southern California Public Radio andåÊKPCC.org,,Bilingual Learning,http://projects.scpr.org/bilinguallearning/
2013,finalist,"Explanatory Reporting, Medium",Chronicle of Philanthropy,,How America Gives,http://philanthropy.com/section/How-America-Gives/621
2013,winner,"Explanatory Reporting, Large",Los Angeles Times,,Beyond 7 Billion,http://www.latimes.com/news/nationworld/world/population/
2013,finalist,"Explanatory Reporting, Large",The Guardian,,America: Elect!,http://www.guardian.co.uk/world/interactive/2012/nov/06/america-elect-graphic-novel
2013,finalist,"Explanatory Reporting, Large",Detroit Free Press,Grantland.com,The Packard Plant: Why It Has To Go,http://www.grantland.com/story/_/id/9175394/out-great-alone
2013,winner,"Topical Reporting, Small",Nieman Journalism Lab,,Nieman Journalism Lab,http://www.niemanlab.org/
2013,finalist,"Topical Reporting, Small",EarthFix,,EarthFix,http://earthfix.info/communities/article/earthfixs-topical-coverage-of-the-environment-in-2/
2013,finalist,"Topical Reporting, Small","Political Party Time, Sunlight Foundation",,"Political Party Time, Sunlight Foundation",http://politicalpartytime.org/
2013,winner,"Topical Reporting, Medium",Center for Investigative Reporting,,Returning Home to Battle,http://bit.ly/Battle-Awaiting-benefits
2013,finalist,"Topical Reporting, Medium",Center for Public Integrity,,Consider the Source,http://www.publicintegrity.org/politics/consider-source
2013,finalist,"Topical Reporting, Medium",The Texas Tribune,,Bidness As Usual,https://www.texastribune.org/bidness/explore/
2013,winner,"Topical Reporting, Large",Associated Press,,Life in the Hermit Kingdom: Bringing North Korea to the World,http://bigstory.ap.org/topic/north-korea
2013,finalist,"Topical Reporting, Large",Detroit Free Press,,Jim Schaefer‰Ûªs Kwame Kilpatrick Fraud Trial Blog,http://www.freep.com/schaeferblog_ona
2013,finalist,"Topical Reporting, Large",Los Angeles Times,,L.A.‰Ûªs Political Calculus: The 2013 Race for Mayor,http://www.latimes.com/news/local/2013mayorsrace/
2013,finalist,"Topical Reporting, Large",New York Times,,The Supreme Court,http://www.nytimes.com/interactive/2012/06/29/us/scotus-healthcare-document-annotations.html
2013,winner,"Online Commentary, Small",BillMoyers.com,,The Fight to Vote,http://billmoyers.com/spotlight/the-fight-to-vote/
2013,finalist,"Online Commentary, Small",BillMoyers.com,,Economic Inequality,http://billmoyers.com/spotlight/economic-inequality/
2013,winner,"Online Commentary, Medium",Fairfax Media New Zealand,,Stuff Nation,http://www.stuff.co.nz/stuff-nation
2013,finalist,"Online Commentary, Medium",TheNation.com,,Jessica Valenti,http://www.thenation.com/blog/171520/she-who-dies-most-likes-wins
2013,finalist,"Online Commentary, Medium",Slate Magazine,,Matt Yglesias,http://www.slate.com/authors.matthew_yglesias.html
2013,winner,"Online Commentary, Large",Washington Post,,Ezra Klein,http://www.washingtonpost.com/blogs/wonkblog/wp/2012/11/04/why-does-mitt-romney-want-to-be-president/
2013,finalist,"Online Commentary, Large",New York Times,,Op-Docs,http://www.nytimes.com/2012/08/23/opinion/the-national-security-agencys-domestic-spying-program.html
2013,finalist,"Online Commentary, Large",Tampa Bay Times,,The Feed,http://www.tampabay.com/blogs/media/content/dark-knight-movie-shooting-shows-how-quickly-our-pop-culture-celebrations-can-be-turned-agai/2099245
2013,winner,"Feature, Small",Radio-Canada,,#Banlieuelanuit,http://banlieuelanuit.radio-canada.ca/
2013,finalist,"Feature, Small","Powering a Nation,åÊUNCåÊChapel Hill",,100 Gallons,http://www.100gallons.org/
2013,winner,"Feature, Medium","Todd Melby,åÊAIR, Prairie Public, Zeega",,Black Gold Boom,http://blackgoldboom.com/
2013,finalist,"Feature, Medium",The Chronicle of Higher Education,,Bounced Around,http://chronicle.com/article/Bounced-Around/139581/
2013,finalist,"Feature, Medium",Las Vegas Sun,,Grace Through Grief: A Shattered Family Recovers,http://www.lasvegassun.com/grace-through-grief/
2013,finalist,"Feature, Medium",Center for Investigative Reporting,,In Jennifer‰Ûªs Room,http://californiawatch.org/public-safety/video-jennifers-room-18695
2013,finalist,"Feature, Medium",Mother Jones,,No Way Out: A Special Report on Solitary Confinement from Former Hostage Shane Bauer,http://www.motherjones.com/special-reports/2012/10/solitary-confinement-shane-bauer
2013,winner,"Feature, Large",New York Times,,Snow Fall,http://www.nytimes.com/projects/2012/snow-fall/#/?part=tunnel-creek
2013,finalist,"Feature, Large",The Guardian,,Australian Firestorm,http://www.guardian.co.uk/world/interactive/2013/may/26/firestorm-bushfire-dunalley-holmes-family
2013,finalist,"Feature, Large",Chicago Tribune,,His Saving Grace,http://graphics.chicagotribune.com/grace/
2013,finalist,"Feature, Large",DW Deutsche Welle,,Mumbai Madness ‰ÛÒ Traffic in a Megacity,http://webdocs.dw.de/mumbai/english
2013,winner,"Student Projects, Small",UC Berkeley Graduate School of Journalism,,The Pulse of Oakland,http://thepulseofoakland.com/
2013,finalist,"Student Projects, Small",UC Berkeley,,Politify,http://politify.us/election
2013,winner,"Student Projects, Large","Then Tragedy: The Boston Marathon Bombings, Boston University News Service",,Triumph,http://bunewsservice.com/triumph-and-terror-the-boston-marathon-bombings/
2013,finalist,"Student Projects, Large",NYCity News Service,,The Bloomberg Legacy,http://bloomberglegacy.nycitynewsservice.com/
2013,finalist,"Student Projects, Large",UC Berkeley Graduate School of Journalism,,Gimme Props!,http://gimmeprops.us/
2013,finalist,"Student Projects, Large",The Medill Justice Project,,Spotlight on Shaken-Baby Syndrome,http://www.medilljusticeproject.org/2013/03/14/how-a-murder-case-hinged-on-expert-witnesses/
2013,finalist,"Student Projects, Large",TheåÊMITåÊTech,,Under Pressure,http://tech.mit.edu/V132/N59/pressure/index.htm
2013,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Small",Honolulu Civil Beat,,In The Name Of The Law,http://www.civilbeat.com/specials/in-the-name-of-the-law/
2013,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small",Hoy Chicago and CU-CitizenAccess.org,,Crunch Time: The Relationship Between the Police Departments and Black Communities in Champaign and Urbana,http://www.vivelohoy.com/noticias/8123062/crunch-time-black-people-and-jaywalking-in-champaign
2013,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small",Organized Crime and Corruption Reporting Project,,Following The Magnitsky Money,http://www.reportingproject.net/proxy/en/following-the-magnitsky-money
2013,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Medium","American Public Media‰Ûªs Marketplace, ProPublica",,"Big Money 2012,åÊFRONTLINE",http://www.pbs.org/wgbh/pages/frontline/big-money-2012/
2013,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Medium",Center for Investigative Reporting,WAMU 88.5,Returning Home to Battle,http://wamu.org/developerdeals
2013,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Large",The Guardian,,TheåÊNSAåÊFiles,http://www.guardian.co.uk/world/2013/jun/06/nsa-phone-records-verizon-court-order
2013,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large",Los Angeles Times,,Life on the Line: 911 Breakdowns atåÊLAFD,http://www.latimes.com/news/local/lafddata/
2013,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large",Bloomberg News,,UntanglingåÊFOIA,http://www.bloomberg.com/news/2012-09-28/obama-cabinet-flunks-disclosure-test-with-19-in-20-ignoring-law.html
2013,winner,Gannett Foundation Award for Watchdog Journalism,The Guardian,,TheåÊNSAåÊFiles,http://www.guardian.co.uk/world/2013/jun/06/nsa-phone-records-verizon-court-order
2013,finalist,Gannett Foundation Award for Watchdog Journalism,Center for Investigative Reporting,,Broken Shield,http://bit.ly/BrokenShield-Taser-assaults
2013,finalist,Gannett Foundation Award for Watchdog Journalism,The Boston Globe,,Driven to the Edge,http://www.bostonglobe.com/metro/specials/taxi
2013,finalist,Gannett Foundation Award for Watchdog Journalism,Los Angeles Times,,Dying for Relief,"http://www.latimes.com/news/science/prescription/la-me-prescription-deaths-20121111-html,0,2363903.htmlstory?main=true"
2014,winner,Knight Award for Public Service,Miami Herald,,Innocents Lost: A Miami Herald I-Team Investigation,http://www.miamiherald.com/projects/2014/innocents-lost/
2014,finalist,Knight Award for Public Service,Milwaukee Journal Sentinel,,Deadly Delays,http://www.jsonline.com/watchdog/watchdogreports/Deadly-Delays-Watchdog-Report-Delays-at-hospitals-across-the-country-undermine-newborn-screening-programs-putting-babies-at-risk-of-disability-and-death-228832111.html
2014,finalist,Knight Award for Public Service,Los Angeles Times,,Earthquake Preparedness in Southern California,http://graphics.latimes.com/me-earthquake-concrete/
2014,finalist,Knight Award for Public Service,Center for Investigative Reporting,,Rape in the Fields,http://cironline.org/rapeinthefields
